row_id,row_type,bone,cube_id,cube_index,parent_bone,Mustang origin,Mustang size,Mustang inflate,Mustang pivot,Mustang rotation,Ardennes origin,Ardennes size,Ardennes inflate,Ardennes pivot,Ardennes rotation,Kladruber origin,Kladruber size,Kladruber inflate,Kladruber pivot,Kladruber rotation,Fjord origin,Fjord size,Fjord inflate,Fjord pivot,Fjord rotation,Thoroughbred origin,Thoroughbred size,Thoroughbred inflate,Thoroughbred pivot,Thoroughbred rotation,Friesian origin,Friesian size,Friesian inflate,Friesian pivot,Friesian rotation,Irish Cob origin,Irish Cob size,Irish Cob inflate,Irish Cob pivot,Irish Cob rotation,American Quarter origin,American Quarter size,American Quarter inflate,American Quarter pivot,American Quarter rotation,Percheron origin,Percheron size,Percheron inflate,Percheron pivot,Percheron rotation,Selle Francais origin,Selle Francais size,Selle Francais inflate,Selle Francais pivot,Selle Francais rotation,Marwari origin,Marwari size,Marwari inflate,Marwari pivot,Marwari rotation,Mongolian origin,Mongolian size,Mongolian inflate,Mongolian pivot,Mongolian rotation,Shire origin,Shire size,Shire inflate,Shire pivot,Shire rotation,Akhal-Teke origin,Akhal-Teke size,Akhal-Teke inflate,Akhal-Teke pivot,Akhal-Teke rotation,American Soldier origin,American Soldier size,American Soldier inflate,American Soldier pivot,American Soldier rotation,Welsh origin,Welsh size,Welsh inflate,Welsh pivot,Welsh rotation,Connemara origin,Connemara size,Connemara inflate,Connemara pivot,Connemara rotation,Haflinger origin,Haflinger size,Haflinger inflate,Haflinger pivot,Haflinger rotation,Oldenburger origin,Oldenburger size,Oldenburger inflate,Oldenburger pivot,Oldenburger rotation,Shetland origin,Shetland size,Shetland inflate,Shetland pivot,Shetland rotation,Standardbred origin,Standardbred size,Standardbred inflate,Standardbred pivot,Standardbred rotation,Trakehner origin,Trakehner size,Trakehner inflate,Trakehner pivot,Trakehner rotation,Boulonnais origin,Boulonnais size,Boulonnais inflate,Boulonnais pivot,Boulonnais rotation
head,bone,head,,,neck,,,,"[0, 28.84166, -23.64718]","[22.5, 0, 0]",,,,"[0, 28.84166, -23.64718]","[22.5, 0, 0]",,,,"[0, 31.14899, -25.53895]","[22.5, 0, 0]",,,,"[0, 26.44958, -21.51482]","[22.5, 0, 0]",,,,"[0, 31.72583, -26.0119]","[22.5, 0, 0]",,,,"[0, 32.82583, -26.0119]","[22.5, 0, 0]",,,,"[0, 27.84166, -23.64718]","[22.5, 0, 0]",,,,"[0, 28.84166, -23.64718]","[15, 0, 0]",,,,"[0, 34.52347, -28.30568]","[22.5, 0, 0]",,,,"[0, 28.84166, -23.64718]","[22.5, 0, 0]",,,,"[0, 28.84166, -23.64718]","[35, 0, 0]",,,,"[0, 25.05749, -19.48246]","[22.5, 0, 0]",,,,"[0, 35.80999, -28.37662]","[22.5, 0, 0]",,,,"[0, 30.13954, -24.7113]","[22.5, 0, 0]",,,,"[0, 33.60999, -28.37662]","[17.5, 0, 0]",,,,"[0, 22.07333, -18.91774]","[22.5, 0, 0]",,,,"[0, 23.07333, -18.91774]","[22.5, 0, 0]",,,,"[0, 27.39958, -22.46482]","[22.5, 0, 0]",,,,"[0, 30.28374, -24.82954]","[27.5, 0, 0]",,,,"[0, 18.20812, -15.28684]","[22.5, 0, 0]",,,,"[0, 29.44166, -23.84718]","[30, 0, 0]",,,,"[0, 28.84166, -23.64718]","[32.5, 0, 0]",,,,"[0, 30.72583, -26.0119]","[22.5, 0, 0]"
head_c1,cube,head,head_c1,1,head,"[-2.96796, 28.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-2.96796, 28.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-3.2054, 30.83526, -33.71976]","[6.4108, 3.08794, 8.55464]",0,,,"[-2.81956, 26.17361, -28.7109]","[5.63912, 2.3424, 7.52491]",0,,,"[-3.26476, 31.40629, -34.3442]","[6.52952, 2.71225, 8.71306]",0,,,"[-3.26476, 32.50629, -34.3442]","[6.52952, 2.71225, 8.71306]",0,,,"[-2.96796, 27.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-2.96796, 28.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-3.55265, 34.17575, -37.37273]","[7.1053, 3.32642, 9.48139]",0,,,"[-2.96796, 28.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-2.96796, 28.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-2.67116, 24.79605, -26.2998]","[5.34232, 2.21912, 7.12886]",0,,,"[-3.56155, 35.4614, -37.4664]","[7.1231, 3.05882, 9.50515]",0,,,"[-3.10152, 29.83598, -32.62699]","[6.20304, 2.57663, 8.27741]",0,,,"[-3.56155, 33.2614, -37.4664]","[7.1231, 2.95882, 9.50515]",0,,,"[-2.37437, 21.84094, -24.9776]","[4.74874, 1.97254, 6.33677]",0,,,"[-2.37437, 22.84094, -24.9776]","[4.74874, 1.97254, 6.33677]",0,,,"[-2.81956, 27.12361, -29.6609]","[5.63912, 2.3424, 7.52491]",0,,,"[-3.11636, 29.97873, -32.7831]","[6.23272, 2.58896, 8.31701]",0,,,"[-2.00337, 18.01204, -20.39985]","[4.00675, 1.66433, 5.34665]",0,,,"[-2.96796, 29.15117, -31.422]","[5.93592, 2.46568, 7.92096]",0,,,"[-2.96796, 28.55117, -31.222]","[5.93592, 2.46568, 7.92096]",0,,,"[-3.26476, 30.40629, -34.3442]","[6.52951, 2.71225, 8.71306]",0,,
head_c2,cube,head,head_c2,2,head,"[-2.96796, 24.87138, -31.222]","[5.93592, 3.67979, 4.2681]",0,,,"[-2.96796, 24.67138, -31.222]","[5.93592, 3.87979, 4.2681]",0,,,"[-3.2054, 26.86109, -33.71976]","[6.4108, 3.97417, 4.60955]",0,,,"[-2.81956, 22.86781, -28.7109]","[5.63912, 3.3058, 4.0547]",0,,,"[-3.26476, 27.57852, -34.3442]","[6.52952, 3.82777, 4.69491]",0,,,"[-3.26476, 28.45852, -34.3442]","[6.52952, 4.04777, 4.69491]",0,,,"[-2.96796, 23.57138, -31.222]","[5.93592, 3.97979, 4.2681]",0,,,"[-2.96796, 24.87138, -31.222]","[5.93592, 3.67979, 4.2681]",0,,,"[-3.55265, 29.67604, -37.37273]","[7.1053, 4.49971, 5.10892]",0,,,"[-2.96796, 25.07138, -31.222]","[5.93592, 3.47979, 4.2681]",0,,,"[-2.96796, 25.07138, -31.222]","[5.93592, 3.47979, 4.2681]",0,,,"[-2.67116, 21.48424, -26.2998]","[5.34232, 3.31181, 3.84129]",0,,,"[-3.56155, 31.04566, -37.4664]","[7.1231, 4.41574, 5.12172]",0,,,"[-3.10152, 26.48459, -32.62699]","[6.20304, 3.35139, 4.46016]",0,,,"[-3.56155, 28.54566, -37.4664]","[7.1231, 4.71574, 5.22172]",0,,,"[-2.37437, 19.0971, -24.9776]","[4.74874, 2.74384, 3.41448]",0,,,"[-2.37437, 20.1371, -24.9776]","[4.74874, 2.70383, 3.41448]",0,,,"[-2.81956, 23.52781, -29.6609]","[5.63912, 3.5958, 4.0547]",0,,,"[-3.11636, 26.32495, -32.7831]","[6.23272, 3.65378, 4.48151]",0,,,"[-2.00337, 15.43818, -20.39985]","[4.00675, 2.57386, 2.88097]",0,,,"[-2.96796, 25.37138, -31.422]","[5.93592, 3.77979, 4.2681]",0,,,"[-2.96796, 25.07138, -31.222]","[5.93592, 3.47979, 4.2681]",0,,,"[-3.26476, 26.15852, -34.3442]","[6.52951, 4.24777, 4.69491]",0,,
head_c3,cube,head,head_c3,3,head,"[-3.4063, 24.29545, -29.23944]","[6.8126, 4.48306, 5.82112]",0,"[0, 26.62756, -25.11353]","[-7.5, 0, 0]","[-3.4063, 24.09545, -29.23944]","[6.8126, 4.68306, 5.82112]",0,"[0, 26.62756, -25.11353]","[-7.5, 0, 0]","[-3.6788, 26.23909, -31.5786]","[7.3576, 4.8417, 6.28681]",0,"[0, 28.75776, -27.12261]","[-7.5, 0, 0]","[-3.23599, 22.32068, -26.82747]","[6.47197, 4.0689, 5.53007]",0,"[0, 24.34618, -22.90785]","[-7.5, 0, 0]","[-3.74693, 26.945, -32.16338]","[7.49386, 4.71136, 6.40323]",0,"[0, 29.29032, -27.62488]","[-7.5, 0, 0]","[-3.74693, 27.825, -32.16338]","[7.49386, 4.93136, 6.40323]",0,"[0, 30.39032, -27.62488]","[-7.5, 0, 0]","[-3.4063, 22.99545, -29.23944]","[6.8126, 4.78306, 5.82112]",0,"[0, 25.62756, -25.11353]","[-7.5, 0, 0]","[-3.4063, 24.29545, -29.23944]","[6.8126, 4.48306, 5.82112]",0,"[0, 26.62756, -25.11353]","[-7.5, 0, 0]","[-4.07734, 28.98666, -34.99961]","[8.15468, 5.46121, 6.96788]",0,"[0, 31.87319, -30.0609]","[-7.5, 0, 0]","[-3.4063, 24.32045, -29.23944]","[6.8126, 4.48306, 5.82112]",0,"[0, 26.45256, -25.11353]","[-10, 0, 0]","[-3.4063, 24.49545, -29.23944]","[6.8126, 4.28306, 5.82112]",0,"[0, 26.62756, -25.11353]","[-7.5, 0, 0]","[-3.06567, 20.96591, -24.5155]","[6.13134, 4.03475, 5.23901]",0,"[0, 23.0648, -20.80218]","[-7.5, 0, 0]","[-4.08756, 30.35454, -35.08733]","[8.17512, 5.37967, 6.98535]",0,"[0, 33.15307, -30.13624]","[-7.5, 0, 0]","[-3.55958, 25.88275, -30.55521]","[7.11916, 4.19079, 6.08307]",0,"[0, 27.8258, -26.24364]","[-7.5, 0, 0]","[-4.08756, 27.85454, -35.08733]","[8.17512, 5.67967, 6.98535]",0,"[0, 30.95307, -30.13624]","[-7.5, 0, 0]","[-2.72504, 18.63636, -23.39155]","[5.45008, 3.38645, 4.65689]",0,"[0, 20.30205, -20.09082]","[-7.5, 0, 0]","[-2.72504, 19.67636, -23.39155]","[5.45008, 3.34645, 4.6569]",0,"[0, 21.30205, -20.09082]","[-7.5, 0, 0]","[-3.23598, 22.98068, -27.77747]","[6.47197, 4.35891, 5.53006]",0,"[0, 25.29618, -23.85785]","[-7.5, 0, 0]","[-3.57661, 25.72022, -30.70141]","[7.15323, 4.49721, 6.11218]",0,"[0, 27.95894, -26.36921]","[-7.5, 0, 0]","[-2.29926, 15.04943, -19.06162]","[4.59851, 3.11606, 3.92926]",0,"[0, 16.7136, -16.27663]","[-7.5, 0, 0]","[-3.4063, 24.79545, -29.43944]","[6.8126, 4.58306, 5.82112]",0,"[0, 27.22756, -25.31353]","[-7.5, 0, 0]","[-3.4063, 24.49545, -29.23944]","[6.8126, 4.28306, 5.82112]",0,"[0, 26.62756, -25.11353]","[-7.5, 0, 0]","[-3.74693, 25.525, -32.16338]","[7.49386, 5.13137, 6.40323]",0,"[0, 28.29032, -27.62488]","[-7.5, 0, 0]"
saddle2,bone,saddle2,,,head,,,,"[0, 25.13353, -30.85196]",,,,,"[0, 25.13353, -30.85196]",,,,,"[0, 27.14421, -33.32012]",,,,,"[0, 22.92685, -28.35936]",,,,,"[0, 27.64688, -33.93716]",,,,,"[0, 28.74688, -33.93716]",,,,,"[0, 24.13353, -30.85196]",,,,,"[0, 25.13353, -30.85196]",,,,,"[0, 30.08484, -36.9298]",,,,,"[0, 25.13353, -30.85196]",,,,,"[0, 25.13353, -30.85196]",,,,,"[0, 21.72018, -25.96676]",,,,,"[0, 31.36024, -37.02235]",,,,,"[0, 26.26454, -32.2403]",,,,,"[0, 29.16024, -37.02235]",,,,,"[0, 19.10682, -24.68157]",,,,,"[0, 20.10682, -24.68157]",,,,,"[0, 23.87685, -29.30936]",,,,,"[0, 26.39021, -32.39456]",,,,,"[0, 15.70513, -20.15007]",,,,,"[0, 25.73353, -31.05196]",,,,,"[0, 25.13353, -30.85196]",,,,,"[0, 26.64688, -33.93716]",
saddle2_c1,cube,saddle2,saddle2_c1,1,saddle2,"[-3.41668, 25.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.13353, -31.55196]","[15, 0, 0]","[-3.41668, 25.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.13353, -31.55196]","[15, 0, 0]","[-3.69001, 27.04968, -34.77874]","[7.38004, 1.23605, 1.23605]",0,"[0, 27.14421, -34.07612]","[15, 0, 0]","[-3.24585, 22.8437, -29.64241]","[6.49171, 1.08727, 1.08726]",0,"[0, 22.92685, -29.02436]","[15, 0, 0]","[-3.75835, 27.5506, -35.42279]","[7.51671, 1.25894, 1.25893]",0,"[0, 27.64688, -34.70716]","[15, 0, 0]","[-3.75835, 28.6506, -35.42279]","[7.51671, 1.25894, 1.25893]",0,"[0, 28.74688, -34.70716]","[15, 0, 0]","[-3.41668, 24.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 24.13353, -31.55196]","[15, 0, 0]","[-3.41668, 25.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.13353, -31.55196]","[15, 0, 0]","[-4.08977, 29.98006, -38.54644]","[8.17955, 1.36996, 1.36996]",0,"[0, 30.08484, -37.7677]","[15, 0, 0]","[-3.41668, 25.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.13353, -31.55196]","[15, 0, 0]","[-3.41668, 25.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.13353, -31.55196]","[15, 0, 0]","[-3.07501, 21.6414, -27.18229]","[6.15003, 1.03004, 1.03005]",0,"[0, 21.72018, -26.59676]","[15, 0, 0]","[-4.10002, 31.2552, -38.64305]","[8.20005, 1.37339, 1.37339]",0,"[0, 31.36024, -37.86235]","[15, 0, 0]","[-3.57043, 26.17307, -33.65165]","[7.14087, 1.19599, 1.19598]",0,"[0, 26.26454, -32.9718]","[15, 0, 0]","[-4.10002, 29.0552, -38.64305]","[8.20005, 1.37339, 1.37339]",0,"[0, 29.16024, -37.86235]","[15, 0, 0]","[-2.73334, 19.0368, -25.76203]","[5.46669, 0.91559, 0.91559]",0,"[0, 19.10682, -25.24157]","[15, 0, 0]","[-2.73334, 20.0368, -25.76203]","[5.4667, 0.91559, 0.91559]",0,"[0, 20.10682, -25.24157]","[15, 0, 0]","[-3.24585, 23.7937, -30.59241]","[6.4917, 1.08727, 1.08727]",0,"[0, 23.87685, -29.97436]","[15, 0, 0]","[-3.58751, 26.2983, -33.81267]","[7.17504, 1.20171, 1.20171]",0,"[0, 26.39021, -33.12956]","[15, 0, 0]","[-2.30626, 15.64605, -21.06171]","[4.61253, 0.77253, 0.77252]",0,"[0, 15.70513, -20.62257]","[15, 0, 0]","[-3.41668, 25.646, -32.40254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.73353, -31.75196]","[15, 0, 0]","[-3.41668, 25.046, -32.20254]","[6.83337, 1.14449, 1.14449]",0,"[0, 25.13353, -31.55196]","[15, 0, 0]","[-3.75835, 26.5506, -35.42279]","[7.51671, 1.25894, 1.25894]",0,"[0, 26.64688, -34.70716]","[15, 0, 0]"
saddle2_c2,cube,saddle2,saddle2_c2,2,saddle2,"[2.4957, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[2.4957, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[2.69536, 24.92348, -35.00021]","[0.9245, 2.54001, 1.15423]",0,"[0, 27.14421, -34.07612]","[-47.5, 0, 0]","[2.37091, 20.97344, -29.83722]","[0.81322, 2.23426, 1.01529]",0,"[0, 22.92685, -29.02436]","[-47.5, 0, 0]","[2.74527, 25.38503, -35.64836]","[0.94162, 2.58705, 1.1756]",0,"[0, 27.64688, -34.70716]","[-47.5, 0, 0]","[2.74527, 26.48503, -35.64836]","[0.94162, 2.58705, 1.1756]",0,"[0, 28.74688, -34.70716]","[-47.5, 0, 0]","[2.4957, 22.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 24.13353, -31.55196]","[-47.5, 0, 0]","[2.4957, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[2.98735, 27.62353, -38.7919]","[1.02466, 2.81517, 1.27927]",0,"[0, 30.08484, -37.7677]","[-47.5, 0, 0]","[2.4957, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[2.4957, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[2.24613, 19.86957, -27.36684]","[0.77042, 2.11667, 0.96186]",0,"[0, 21.72018, -26.59676]","[-47.5, 0, 0]","[2.99484, 28.89276, -38.88912]","[1.02722, 2.82223, 1.28248]",0,"[0, 31.36024, -37.86235]","[-47.5, 0, 0]","[2.60801, 24.11578, -33.86594]","[0.89454, 2.4577, 1.11682]",0,"[0, 26.26454, -32.9718]","[-47.5, 0, 0]","[2.99484, 26.69276, -38.88912]","[1.02722, 2.82223, 1.28248]",0,"[0, 29.16024, -37.86235]","[-47.5, 0, 0]","[1.99656, 17.46184, -25.92608]","[0.68482, 1.88149, 0.85498]",0,"[0, 19.10682, -25.24157]","[-47.5, 0, 0]","[1.99656, 18.46184, -25.92608]","[0.68482, 1.88149, 0.85498]",0,"[0, 20.10682, -25.24157]","[-47.5, 0, 0]","[2.37091, 21.92344, -30.78722]","[0.81322, 2.23427, 1.01529]",0,"[0, 23.87685, -29.97436]","[-47.5, 0, 0]","[2.62049, 24.23117, -34.02798]","[0.89882, 2.46945, 1.12217]",0,"[0, 26.39021, -33.12956]","[-47.5, 0, 0]","[1.68459, 14.31718, -21.20013]","[0.57782, 1.5875, 0.7214]",0,"[0, 15.70513, -20.62257]","[-47.5, 0, 0]","[2.4957, 23.6773, -32.6076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.73353, -31.75196]","[-47.5, 0, 0]","[2.4957, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[2.74527, 24.38503, -35.64836]","[0.94162, 2.58705, 1.1756]",0,"[0, 26.64688, -34.70716]","[-47.5, 0, 0]"
saddle2_c3,cube,saddle2,saddle2_c3,3,saddle2,"[-3.35172, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[-3.35172, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[-3.61986, 24.92348, -35.00021]","[0.9245, 2.54001, 1.15423]",0,"[0, 27.14421, -34.07612]","[-47.5, 0, 0]","[-3.18413, 20.97344, -29.83722]","[0.81322, 2.23426, 1.01529]",0,"[0, 22.92685, -29.02436]","[-47.5, 0, 0]","[-3.68689, 25.38503, -35.64836]","[0.94162, 2.58705, 1.1756]",0,"[0, 27.64688, -34.70716]","[-47.5, 0, 0]","[-3.68689, 26.48503, -35.64836]","[0.94162, 2.58705, 1.1756]",0,"[0, 28.74688, -34.70716]","[-47.5, 0, 0]","[-3.35172, 22.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 24.13353, -31.55196]","[-47.5, 0, 0]","[-3.35172, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[-4.01201, 27.62353, -38.7919]","[1.02466, 2.81517, 1.27927]",0,"[0, 30.08484, -37.7677]","[-47.5, 0, 0]","[-3.35172, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[-3.35172, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[-3.01655, 19.86957, -27.36684]","[0.77042, 2.11667, 0.96186]",0,"[0, 21.72018, -26.59676]","[-47.5, 0, 0]","[-4.02206, 28.89276, -38.88912]","[1.02722, 2.82223, 1.28248]",0,"[0, 31.36024, -37.86235]","[-47.5, 0, 0]","[-3.50255, 24.11578, -33.86594]","[0.89454, 2.4577, 1.11682]",0,"[0, 26.26454, -32.9718]","[-47.5, 0, 0]","[-4.02206, 26.69276, -38.88912]","[1.02722, 2.82223, 1.28248]",0,"[0, 29.16024, -37.86235]","[-47.5, 0, 0]","[-2.68138, 17.46184, -25.92608]","[0.68482, 1.88149, 0.85498]",0,"[0, 19.10682, -25.24157]","[-47.5, 0, 0]","[-2.68138, 18.46184, -25.92608]","[0.68482, 1.88149, 0.85498]",0,"[0, 20.10682, -25.24157]","[-47.5, 0, 0]","[-3.18413, 21.92344, -30.78722]","[0.81322, 2.23427, 1.01529]",0,"[0, 23.87685, -29.97436]","[-47.5, 0, 0]","[-3.51931, 24.23117, -34.02798]","[0.89882, 2.46945, 1.12217]",0,"[0, 26.39021, -33.12956]","[-47.5, 0, 0]","[-2.26241, 14.31718, -21.20013]","[0.57781, 1.5875, 0.7214]",0,"[0, 15.70513, -20.62257]","[-47.5, 0, 0]","[-3.35172, 23.6773, -32.6076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.73353, -31.75196]","[-47.5, 0, 0]","[-3.35172, 23.0773, -32.4076]","[0.85602, 2.35186, 1.06873]",0,"[0, 25.13353, -31.55196]","[-47.5, 0, 0]","[-3.68689, 24.38503, -35.64836]","[0.94162, 2.58705, 1.1756]",0,"[0, 26.64688, -34.70716]","[-47.5, 0, 0]"
reins,bone,reins,,,saddle2,,,,"[0, 23.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 23.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 25.02781, -34.63097]","[-27.5, 0, 0]",,,,"[0, 21.06521, -29.51242]","[-27.5, 0, 0]",,,,"[0, 25.49129, -35.27228]","[-27.5, 0, 0]",,,,"[0, 26.59129, -35.27228]","[-27.5, 0, 0]",,,,"[0, 22.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 23.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 27.73915, -38.38265]","[-27.5, 0, 0]",,,,"[0, 23.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 23.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 19.95651, -27.05914]","[-27.5, 0, 0]",,,,"[0, 29.00868, -38.47885]","[-27.5, 0, 0]",,,,"[0, 24.21673, -33.50867]","[-27.5, 0, 0]",,,,"[0, 26.80868, -38.47885]","[-25, 0, 0]",,,,"[0, 17.53912, -25.65257]","[-27.5, 0, 0]",,,,"[0, 18.53912, -25.65257]","[-27.5, 0, 0]",,,,"[0, 22.01521, -30.46242]","[-27.5, 0, 0]",,,,"[0, 24.3326, -33.669]","[-27.5, 0, 0]",,,,"[0, 14.38239, -20.96935]","[-27.5, 0, 0]",,,,"[0, 23.7739, -32.26571]","[-27.5, 0, 0]",,,,"[0, 23.1739, -32.06571]","[-27.5, 0, 0]",,,,"[0, 24.49129, -35.27228]","[-27.5, 0, 0]"
right,bone,right,,,reins,,,,"[3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[3.53183, 25.08819, -35.47098]","[-2.5, 0, 0]",,,,"[3.1067, 21.11832, -30.25132]","[-2.5, 0, 0]",,,,"[3.59723, 25.55279, -36.12785]","[-2.5, 0, 0]",,,,"[3.59723, 26.65279, -36.12785]","[-2.5, 0, 0]",,,,"[3.27021, 22.22981, -32.8435]","[-2.5, 0, 0]",,,,"[3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[3.91444, 27.80608, -39.31367]","[-2.5, 0, 0]",,,,"[3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[2.94319, 20.00683, -27.75915]","[-2.5, 0, 0]",,,,"[3.92425, 29.07577, -39.4122]","[-2.5, 0, 0]",,,,"[3.41737, 24.27515, -34.32146]","[-2.5, 0, 0]",,,,"[3.92425, 26.87577, -39.4122]","[-2.5, 0, 0]",,,,"[2.61617, 17.58385, -26.2748]","[-2.5, 0, 0]",,,,"[2.61617, 18.58385, -26.2748]","[-2.5, 0, 0]",,,,"[3.1067, 22.06832, -31.20132]","[-2.5, 0, 0]",,,,"[3.43372, 24.3913, -34.48567]","[-2.5, 0, 0]",,,,"[2.20739, 14.42012, -21.49436]","[-2.5, 0, 0]",,,,"[3.27021, 23.82981, -33.0435]","[-2.5, 0, 0]",,,,"[3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[3.59723, 24.55279, -36.12785]","[-2.5, 0, 0]"
